name,ccode,year,cinc,milper,milex,tpop,contig,distance,usuk,ideal_point,eigen,us_dist,uk_dist
Bahrain,692,2002,3.79e-4,11,332000,711,6,1246,0,-1.03062,0.07258040457963943,3.6581210000000004,2.7047670000000004
Bahrain,692,2003,3.88e-4,11,461000,765,-9,1246,0,-1.148084,0.07050005346536636,3.944445,2.817856
Bahrain,692,2004,3.79e-4,11,474000,824,-9,1246,0,-1.160313,0.0694987028837204,3.931319,2.795141
Bahrain,692,2005,3.92e-4,11,500000,889,-9,1246,0,-1.146795,0.06980898231267929,4.041234,2.818048
Bahrain,692,2006,3.9e-4,11,532000,960,-9,1246,0,-1.069586,0.07064792513847351,3.949025,2.602518
Bangladesh,771,2001,0.006628,137,639000,131000,6,1480,0,-0.7814489,0.07836121320724487,3.3575519,2.4075139
Bangladesh,771,2002,0.007954,137,607000,132900,6,1480,0,-0.8779485,0.07510068267583847,3.5054495,2.5520955
Bangladesh,771,2003,0.007708,126,645000,134800,-9,1480,0,-0.917442,0.07420390099287033,3.713803,2.587214
Bangladesh,771,2004,0.007891,125,775000,136700,-9,1480,0,-1.024783,0.07191578298807144,3.795789,2.659611
Bangladesh,771,2005,0.007954,125,889000,138600,-9,1480,0,-1.030658,0.07180006802082062,3.925097,2.701911
Bangladesh,771,2006,0.007982,126,938000,140600,-9,1480,0,-0.972656,0.07226047664880753,3.8520950000000003,2.505588
Barbados,53,2001,1.9e-5,1,13000,270,6,7745,1,-0.3765804,0.08091796934604645,2.9526833999999997,2.0026454
Barbados,53,2002,1.9e-5,1,13000,271,6,7745,1,-0.3363183,0.07904218882322311,2.9638193,2.0104653
Barbados,53,2003,2e-5,1,24000,272,-9,7745,1,-0.4506463,0.07835539430379868,3.2470073,2.1204183
Barbados,53,2004,2e-5,1,24000,272,-9,7745,1,-0.5526579,0.07758209109306335,3.3236638999999997,2.1874859
Barbados,53,2005,2.1e-5,1,26000,273,-9,7745,1,-0.6405237,0.07694202661514282,3.5349627000000003,2.3117767000000002
Barbados,53,2006,2e-5,1,27000,273,-9,7745,1,-0.6042074,0.07684748619794846,3.4836464,2.1371393999999997
Belarus,370,2001,0.002959,83,1960000,9971,6,2409,0,-0.180504,0.08039584755897522,2.756607,1.806569
Belarus,370,2002,0.002994,80,2400000,9925,6,2409,0,-0.1593055,0.07858684659004211,2.7868065,1.8334525
Belarus,370,2003,0.002821,73,2400000,9874,-9,2409,0,-0.1230926,0.07785037159919739,2.9194536,1.7928646000000001
Belarus,370,2004,0.002523,72,219000,9825,-9,2409,0,-0.2392403,0.0778193324804306,3.0102463,1.8740683
Belarus,370,2005,0.002565,72,324000,9775,-9,2409,0,-0.2225327,0.07772180438041687,3.1169717,1.8937857
Belarus,370,2006,0.002601,73,466000,9733,-9,2409,0,-0.3424211,0.07766719907522202,3.2218601000000002,1.8753530999999999
Belgium,211,2001,0.005132,39,3017000,10287,6,3366,1,1.173036,0.0655381828546524,1.4030669999999998,0.4530290000000001
Belgium,211,2002,0.005106,39,3155000,10333,6,3366,1,1.136482,0.06463078409433365,1.491019,0.5376650000000001
Belgium,211,2003,0.004964,41,3902000,10372,-9,3366,1,1.161946,0.06392010301351547,1.6344150000000002,0.5078260000000001
Belgium,211,2004,0.004747,38,4311000,10417,-9,3366,1,1.071696,0.064395971596241,1.6993099999999999,0.563132
Belgium,211,2005,0.004304,36,4250000,10473,-9,3366,1,1.071311,0.06432711333036423,1.8231280000000003,0.5999420000000002
Belgium,211,2006,0.004277,37,4294000,10542,-9,3366,1,0.9731926,0.066234491765499115,1.9062464000000001,0.5597394
Belize,80,2001,2e-5,1,18000,257,6,8586,1,-0.3355037,0.08092202991247177,2.9116066999999997,1.9615687000000002
Belize,80,2002,1.9e-5,1,14000,265,6,8586,1,-0.4035241,0.07901445776224136,3.0310251,2.0776711
Belize,80,2003,1.9e-5,1,15000,274,-9,8586,1,-0.5287471,0.07817333191633224,3.3251081,2.1985191
Belize,80,2004,2e-5,1,16000,283,-9,8586,1,-0.5491141,0.07759768515825272,3.3201201,2.1839421
Belize,80,2005,2e-5,1,16000,292,-9,8586,1,-0.5314781,0.07772267609834671,3.4259171000000004,2.2027311000000003
Belize,80,2006,2.1e-5,1,18000,301,-9,8586,1,-0.4017974,0.07765532284975052,3.2812364,1.9347294
Benin,434,2001,3.3e-4,5,41000,6417,6,4639,0,-0.5856725,0.08027294278144836,3.1617755,2.2117375
Benin,434,2002,3.38e-4,5,49000,6696,6,4639,0,-0.6629437,0.07768959552049637,3.2904447,2.3370907
Benin,434,2003,3.37e-4,5,60000,6974,-9,4639,0,-0.6593644,0.07733940333127975,3.4557254,2.3291364
Benin,434,2004,3.42e-4,4,68000,7185,-9,4639,0,-0.5089961,0.07775748521089554,3.2800021,2.1438241
Benin,434,2005,3.48e-4,4,70000,7395,-9,4639,0,-0.5988739,0.07731734961271286,3.4933129000000003,2.2701269
Benin,434,2006,3.57e-4,5,49000,7612,-9,4639,0,-0.6401842,0.07656344771385193,3.5196232,2.1731162
Bhutan,760,2001,3.8e-5,0,19000,591,6,1301,0,-0.7933254,0.07820358127355576,3.3694284,2.4193904
Bhutan,760,2002,3.9e-5,0,20000,602,6,1301,0,-0.6547344,0.07776413857936859,3.2822354000000002,2.3288814
Bhutan,760,2003,3.8e-5,0,22000,613,-9,1301,0,-0.3463907,0.07838749140501022,3.1427517000000003,2.0161627
Bhutan,760,2004,4.1e-5,0,0,624,-9,1301,0,-0.5179806,0.07772471010684967,3.2889866,2.1528086
Bhutan,760,2005,4.2e-5,0,0,636,-9,1301,0,-0.5177793,0.07777540385723114,3.4122183,2.1890323
Bhutan,760,2006,4.4e-5,0,0,647,-9,1301,0,-0.5161807,0.07732138782739639,3.3956197,2.0491127000000002
Bolivia,145,2001,9.8e-4,32,135000,8624,6,9536,1,-0.2084826,0.08052965253591537,2.7845855999999998,1.8345476
Bolivia,145,2002,9.49e-4,32,145000,8824,6,9536,1,-0.2074962,0.07877698540687561,2.8349972,1.8816432
Bolivia,145,2003,9.03e-4,32,151000,9025,-9,9536,1,-0.2188741,0.07814834266901016,3.0152351,1.8886461
Bolivia,145,2004,9.18e-4,31,148000,9227,-9,9536,1,-0.2243713,0.07778350263834,2.9953773,1.8591993
Bolivia,145,2005,9.12e-4,31,147000,9427,-9,9536,1,-0.1969302,0.0776362419128418,3.0913692000000004,1.8681832
Bolivia,145,2006,9.27e-4,33,156000,9627,-9,9536,1,-0.3331862,0.0776565745472908,3.2126252,1.8661181999999998
Bosnia and Herzegovina,346,2001,4.48e-4,24,141000,3798,6,2754,0,0.9247413,0.06958974152803421,1.6513616999999998,0.7013237000000001
Bosnia and Herzegovina,346,2002,4.21e-4,20,185000,3828,6,2754,0,0.9743765,0.0673626959323883,1.6531245,0.6997705000000001
Bosnia and Herzegovina,346,2003,3.96e-4,19,155000,3832,-9,2754,0,0.8867408,0.0682099461555481,1.9096202,0.7830312
Bosnia and Herzegovina,346,2004,4.25e-4,21,204000,3843,-9,2754,0,0.9245361,0.06685364246368408,1.8464698999999998,0.7102919
Bosnia and Herzegovina,346,2005,4.77e-4,24,175000,3843,-9,2754,0,0.9516583,0.06638328731060028,1.9427807000000001,0.7195947000000001
Bosnia and Herzegovina,346,2006,4e-4,12,179000,3843,-9,2754,0,0.9399947,0.06671783328056335,1.9394443000000001,0.5929373
Botswana,571,2001,1.85e-4,9,203000,1681,6,4980,0,-0.5511134,0.0804789587855339,3.1272164,2.1771784
Botswana,571,2002,1.86e-4,9,229000,1650,6,4980,0,-0.5311706,0.0785922259092331,3.1586716,2.2053176
Botswana,571,2003,1.94e-4,9,323000,1673,-9,4980,0,-0.5112684,0.07823719084262848,3.3076294,2.1810404
Botswana,571,2004,1.91e-4,9,312000,1693,-9,4980,0,-0.5822736,0.07742452621459961,3.3532795999999996,2.2171016
Botswana,571,2005,1.91e-4,9,305000,1708,-9,4980,0,-0.5440671,0.0776677131652832,3.4385061,2.2153201
Botswana,571,2006,1.86e-4,9,289000,1720,-9,4980,0,-0.4298246,0.07762351632118225,3.3092636,1.9627566
Brazil,140,2001,0.024453,288,10511000,173808,6,8370,1,-0.02128299,0.07955734431743622,2.59738599,1.64734799
Brazil,140,2002,0.024523,288,9665000,176304,6,8370,1,-0.03997034,0.0780363380908966,2.66747134,1.71411734
Brazil,140,2003,0.023563,288,9148000,178741,-9,8370,1,-0.07813097,0.07766824960708618,2.8744919700000002,1.74790297
Brazil,140,2004,0.024155,295,9612000,181106,-9,8370,1,-0.1147895,0.07741449028253555,2.8857955,1.7496175
Brazil,140,2005,0.024371,302,13281000,183383,-9,8370,1,-0.1594521,0.07748744636774063,3.0538911000000004,1.8307051
Brazil,140,2006,0.023933,287,16206000,185564,-9,8370,1,-0.1918642,0.07729458063840866,3.0713032,1.7247962
Brunei,835,2001,1.41e-4,6,279000,333,6,3569,0,-0.9543975,0.07563436031341553,3.5305004999999996,2.5804625000000003
Brunei,835,2002,1.45e-4,7,268000,344,6,3569,0,-0.8646743,0.07529593259096146,3.4921753,2.5388213
Brunei,835,2003,1.38e-4,7,273000,350,-9,3569,0,-1.039646,0.07234556972980499,3.8360070000000004,2.7094180000000003
Brunei,835,2004,1.39e-4,7,298000,360,-9,3569,0,-0.8663256,0.07435715943574905,3.6373316,2.5011536
Brunei,835,2005,1.4e-4,7,309000,370,-9,3569,0,-0.9510238,0.07300227880477905,3.8454628,2.6222768
Brunei,835,2006,1.39e-4,7,328000,383,-9,3569,0,-0.9513098,0.07260530441999435,3.8307488000000003,2.4842418
Bulgaria,355,2001,0.001792,77,365000,7913,6,2511,0,1.076817,0.06728966534137726,1.499286,0.5492480000000002
Bulgaria,355,2002,0.001656,68,397000,7869,6,2511,0,1.112336,0.06509409844875336,1.515165,0.5618110000000001
Bulgaria,355,2003,0.00155,51,471000,7824,-9,2511,0,1.156413,0.06402409076690674,1.6399480000000002,0.5133590000000001
Bulgaria,355,2004,0.001492,51,623000,7781,-9,2511,0,1.050349,0.06479935348033905,1.7206569999999999,0.584479
Bulgaria,355,2005,0.001463,51,669000,7740,-9,2511,0,0.9201398,0.0668254941701889,1.9742992000000004,0.7511132000000001
Bulgaria,355,2006,0.001447,51,703000,7699,-9,2511,0,0.9656462,0.06635000556707382,1.9137928,0.5672858
Burkina Faso,439,2001,5.28e-4,10,36000,11623,6,4648,0,-0.8380502,0.07756856083869934,3.4141532,2.4641152
Burkina Faso,439,2002,5.3e-4,10,48000,11906,6,4648,0,-0.864741,0.07529497146606445,3.492242,2.538888
Burkina Faso,439,2003,5.33e-4,11,53000,12197,-9,4648,0,-0.8159958,0.07558012008666992,3.6123568,2.4857678
Burkina Faso,439,2004,5.44e-4,10,74000,12496,-9,4648,0,-0.6934975,0.07651928812265396,3.4645034999999997,2.3283255
Burkina Faso,439,2005,5.52e-4,10,64000,12802,-9,4648,0,-0.55827,0.07759319245815277,3.4527090000000005,2.2295230000000004
Burkina Faso,439,2006,6.08e-4,11,72000,13117,-9,4648,0,-0.6132142,0.07678480446338654,3.4926532000000003,2.1461462
Burundi,516,2001,6.21e-4,46,35000,6847,6,3683,0,-0.5954359,0.08020872622728348,3.1715389,2.2215009
Burundi,516,2002,6.27e-4,46,61000,7032,6,3683,0,-0.7234624,0.07707741856575012,3.3509634,2.3976094
Burundi,516,2003,6.57e-4,50,42000,7211,-9,3683,0,-0.5442214,0.07810340076684952,3.3405824,2.2139934
Burundi,516,2004,6.69e-4,50,45000,7384,-9,3683,0,-0.294929,0.0779130756855011,3.0659349999999996,1.929757
Burundi,516,2005,6.8e-4,50,64000,7557,-9,3683,0,-0.4280159,0.077924445271492,3.3224549000000003,2.0992689
Burundi,516,2006,6.89e-4,51,74000,7730,-9,3683,0,-0.09615254,0.07683103531599045,2.97559154,1.62908454
Cambodia,811,2001,0.001707,140,188000,12922,6,2750,0,-0.7446217,0.07881974428892136,3.3207247,2.3706867000000003
Cambodia,811,2002,0.001502,125,67000,13164,6,2750,0,-0.7504118,0.0767766535282135,3.3779128,2.4245588
Cambodia,811,2003,0.001507,125,105000,13415,-9,2750,0,-0.7009936,0.07695247232913971,3.4973546,2.3707656
Cambodia,811,2004,0.001514,125,105000,13091,-9,2750,0,-0.6798265,0.07665710896253586,3.4508324999999997,2.3146545
Cambodia,811,2005,0.00154,125,111000,13661,-9,2750,0,-0.7261139,0.07600567489862442,3.6205529000000003,2.3973669
Cambodia,811,2006,0.001534,124,123000,14231,-9,2750,0,-0.8156187,0.07455465942621231,3.6950577,2.3485507
Cameroon,471,2001,9.15e-4,22,120000,15731,6,4250,0,-0.6719281,0.07960402220487595,3.2480311,2.2979931000000002
Cameroon,471,2002,9.52e-4,23,146000,16170,6,4250,0,-0.5133071,0.07868117839097977,3.1408081,2.1874541
Cameroon,471,2003,9.62e-4,23,258000,16626,-9,4250,0,-0.2037199,0.07811111956834793,3.0000809,1.8734919
Cameroon,471,2004,9.91e-4,23,286000,17000,-9,4250,0,0.00582711,0.07672920823097229,2.76517889,1.62900089
Cameroon,471,2005,0.001002,23,222000,17823,-9,4250,0,-0.03690563,0.07676668465137482,2.9313446300000003,1.70815863
Cameroon,471,2006,0.001008,23,257000,18238,-9,4250,0,-0.02552997,0.07635488361120224,2.90496897,1.55846197
Canada,20,2001,0.011386,57,7745000,31021,6,6500,1,1.183504,0.06533131748437881,1.392599,0.4425610000000002
Canada,20,2002,0.011293,52,8522000,31373,6,6500,1,1.12945,0.06476805359125137,1.498051,0.544697
Canada,20,2003,0.010983,52,10102000,31676,-9,6500,1,1.127329,0.06455589830875397,1.669032,0.542443
Canada,20,2004,0.010803,57,11501000,31995,-9,6500,1,1.235646,0.06118183955550194,1.5353599999999998,0.3991819999999999
Canada,20,2005,0.010727,62,13224000,32312,-9,6500,1,1.264489,0.0606389082968235,1.6299500000000002,0.4067640000000001
Canada,20,2006,0.010449,62,15103000,32649,-9,6500,1,1.412354,0.05797230079770088,1.467085,0.12057799999999985
Cape Verde,402,2001,2.1e-5,1,4000,445,6,5794,0,-0.6579009,0.07973174005746841,3.2340039,2.2839659
Cape Verde,402,2002,2.1e-5,1,5000,453,6,5794,0,-0.6488146,0.07781621068716049,3.2763156,2.3229616
Cape Verde,402,2003,2.2e-5,1,6000,461,-9,5794,0,-0.6763866,0.0771934762597084,3.4727476,2.3461586
Cape Verde,402,2004,2.2e-5,1,7000,468,-9,5794,0,-0.6487722,0.07694107294082642,3.4197781999999997,2.2836002
Cape Verde,402,2005,2.2e-5,1,7000,475,-9,5794,0,-0.5780719,0.07747470587491989,3.4725109,2.2493249
Cape Verde,402,2006,2.2e-5,1,7000,483,-9,5794,0,-0.3514296,0.07767355442047119,3.2308686,1.8843616
Central African Republic,482,2001,2.03e-4,3,15000,3820,6,3847,0,NA,NA,NA,NA
Central African Republic,482,2002,2.02e-4,3,11000,3890,6,3847,0,NA,NA,NA,NA
Central African Republic,482,2003,1.98e-4,3,15000,3959,-9,3847,0,-0.3557267,0.0783943459391594,3.1520877,2.0254987
Central African Republic,482,2004,1.95e-4,2,15000,4029,-9,3847,0,-0.4481601,0.07790765166282654,3.2191661,2.0829881
Central African Republic,482,2005,1.95e-4,2,15000,4101,-9,3847,0,-0.3255581,0.07792825996875763,3.2199971,1.9968111000000002
Central African Republic,482,2006,2.04e-4,3,16000,4178,-9,3847,0,-0.3515093,0.07767359167337418,3.2309483,1.8844413
Chad,483,2001,6.03e-4,30,13000,8322,6,3719,0,-1.038199,0.07413014024496078,3.614302,2.664264
Chad,483,2002,6.25e-4,30,34000,9032,6,3719,0,-1.033119,0.07253681868314743,3.6606199999999998,2.7072659999999997
Chad,483,2003,6.26e-4,30,41000,9366,-9,3719,0,-1.032546,0.07246069610118866,3.828907,2.702318
Chad,483,2004,6.48e-4,30,51000,9697,-9,3719,0,-1.066786,0.07119939476251602,3.837792,2.701614
Chad,483,2005,6.6e-4,30,56000,10019,-9,3719,0,-1.074555,0.07108233124017715,3.9689940000000004,2.7458080000000002
Chad,483,2006,6.65e-4,30,59000,10326,-9,3719,0,-0.544292,0.07718533277511597,3.423731,2.077224
Chile,155,2001,0.003033,88,2841000,15572,6,10160,1,0.1219002,0.07850291579961777,2.4542028,1.5041648
Chile,155,2002,0.002893,80,2703000,15746,6,10160,1,-0.07325943,0.078205205500125885,2.70076043,1.74740643
Chile,155,2003,0.002736,77,2735000,15919,-9,10160,1,-0.05960931,0.07757310569286346,2.85597031,1.72938131
Chile,155,2004,0.003041,77,3424000,16093,-9,10160,1,0.05715698,0.07635428011417389,2.71384902,1.57767102
Chile,155,2005,0.003154,78,4143000,16267,-9,10160,1,-0.05072165,0.0768623799085617,2.94516065,1.7219746500000002
Chile,155,2006,0.003208,78,4677000,16433,-9,10160,1,-0.1308205,0.07702615857124329,3.0102595,1.6637525
China,710,2001,0.158539,2310,46049000,1271850,1,0,0,-0.6740715,0.07958361506462097,3.2501745,2.3001365000000003
China,710,2002,0.167359,2270,68963000,1280400,1,0,0,-0.7267932,0.07704158127307892,3.3542942,2.4009402
China,710,2003,0.169247,2250,75500000,1288400,-9,2596,0,-0.8755837,0.07478656619787216,3.6719447,2.5453557
China,710,2004,0.18257,2252,87150000,1296075,-9,2596,0,-0.830671,0.07485520094633102,3.601677,2.465499
China,710,2005,0.183922,2255,29873000,1303720,-9,2596,0,-0.7826914,0.07533104717731476,3.6771304000000002,2.4539444
China,710,2006,0.190264,2255,35223000,1311020,-9,2596,0,-0.7847492,0.0749613493680954,3.6641882,2.3176812
Colombia,100,2001,0.005326,158,2861000,40806,6,8838,1,-0.3471859,0.0809273049235344,2.9232888999999997,1.9732509
Colombia,100,2002,0.0054,158,3008000,41327,6,8838,1,-0.2709693,0.07895585894584656,2.8984703,1.9451163
Colombia,100,2003,0.005528,200,3234000,41847,-9,8838,1,-0.3406754,0.07838110625743866,3.1370364,2.0104474
Colombia,100,2004,0.005762,203,3971000,42368,-9,8838,1,-0.4548072,0.07789761573076248,3.2258131999999997,2.0896352
Colombia,100,2005,0.005967,207,4937000,42889,-9,8838,1,-0.5106534,0.07779967039823532,3.4050924,2.1819064
Colombia,100,2006,0.006006,207,5377000,43405,-9,8838,1,-0.3418621,0.07766667753458023,3.2213011000000003,1.8747941
Comoros,581,2001,2.8e-5,0,0,694,6,3622,0,-0.832217,0.07765333354473114,3.40832,2.458282
Comoros,581,2002,2.3e-5,0,0,564,6,3622,0,-0.9042991,0.07469189167022705,3.5318001,2.5784461
Comoros,581,2003,2.3e-5,0,0,576,-9,3622,0,-1.020909,0.07264594733715057,3.81727,2.690681
Comoros,581,2004,2.3e-5,0,0,588,-9,3622,0,-1.020673,0.07198403030633926,3.791679,2.655501
Comoros,581,2005,2.3e-5,0,0,600,-9,3622,0,-1.062905,0.07127958536148071,3.957344,2.734158
Comoros,581,2006,2.4e-5,0,0,614,-9,3622,0,-0.9364086,0.07284112274646759,3.8158476,2.4693405999999998
Congo,484,2001,3.5e-4,10,80000,2974,6,4410,0,-0.8546526,0.07730858772993088,3.4307556,2.4807176
Congo,484,2002,3.51e-4,10,93000,3058,6,4410,0,-0.8532995,0.07545680552721024,3.4808005,2.5274465
Congo,484,2003,3.31e-4,10,49000,3143,-9,4410,0,-0.7807762,0.0760180801153183,3.5771372,2.4505482
Congo,484,2004,3.51e-4,10,76000,3231,-9,4410,0,-0.7930525,0.07536492496728897,3.5640585,2.4278805
Congo,484,2005,3.54e-4,10,79000,3406,-9,4410,0,-0.7928925,0.07519865781068802,3.6873315,2.4641455
