name,ccode,year,cinc,milper,milex,tpop,contig,distance,usuk,ideal_point,eigen,us_dist,uk_dist
Congo,484,2006,3.57e-4,10,84000,3580,-9,4410,0,-0.7406338,0.0755033865571022,3.6200728,2.2735658
Costa Rica,94,2001,2.58e-4,0,76000,3907,6,8910,1,-0.28075,0.08081532269716263,2.8568529999999996,1.9068150000000001
Costa Rica,94,2002,2.21e-4,0,96000,3998,6,8910,1,-0.2162697,0.07880719751119614,2.8437707000000003,1.8904167
Costa Rica,94,2003,2.15e-4,0,94000,4089,-9,8910,1,-0.02103936,0.0773659199476242,2.81740036,1.69081136
Costa Rica,94,2004,2.2e-4,0,98000,4179,-9,8910,1,-0.07909325,0.07725296169519424,2.85009925,1.7139212499999998
Costa Rica,94,2005,2.21e-4,0,95000,4266,-9,8910,1,-0.06717572,0.07697254419326782,2.96161472,1.7384287200000001
Costa Rica,94,2006,2.25e-4,0,123000,4354,-9,8910,1,-0.3134439,0.07762907445430756,3.1928829,1.8463759
Croatia,344,2001,9e-4,58,512000,4440,6,2861,0,0.8492251,0.0706232339143753,1.7268778999999999,0.7768399000000001
Croatia,344,2002,8.35e-4,51,553000,4440,6,2861,0,0.8860443,0.06865198910236359,1.7414567,0.7881027
Croatia,344,2003,5.73e-4,21,596000,4440,-9,2861,0,0.9644556,0.06713628768920898,1.8319054000000001,0.7053164000000001
Croatia,344,2004,5.69e-4,20,606000,4439,-9,2861,0,0.939048,0.06663854420185089,1.8319579999999998,0.69578
Croatia,344,2005,5.61e-4,20,600000,4442,-9,2861,0,0.9504063,0.06640210002660751,1.9440327000000002,0.7208467000000001
Croatia,344,2006,5.68e-4,21,693000,4440,-9,2861,0,0.9434213,0.06667055189609528,1.9360177,0.5895106999999999
Cuba,40,2001,0.001372,46,735000,11157,6,8039,0,-1.335872,0.06822346895933151,3.911975,2.961937
Cuba,40,2002,0.001405,46,1152000,11184,6,8039,0,-1.159299,0.07024695724248886,3.7868000000000004,2.8334460000000004
Cuba,40,2003,0.001333,46,1192000,11215,-9,8039,0,-1.305501,0.06755984574556351,4.101862000000001,2.975273
Cuba,40,2004,0.001344,48,1267000,11236,-9,8039,0,-1.282903,0.067092165350914,4.053909,2.917731
Cuba,40,2005,0.001366,49,1444000,11243,-9,8039,0,-1.369667,0.06553607434034348,4.264106,3.04092
Cuba,40,2006,0.001371,49,1668000,11241,-9,8039,0,-1.255737,0.06730642169713974,4.135176,2.788669
Cyprus,352,2001,2.08e-4,10,315000,701,6,2022,0,0.6239971,0.07337043434381485,1.9521058999999998,1.0020679000000001
Cyprus,352,2002,1.91e-4,10,246000,710,6,2022,0,0.5770587,0.07238343358039856,2.0504423000000003,1.0970883
Cyprus,352,2003,1.9e-4,10,302000,721,-9,2022,0,0.6474518,0.07111968100070953,2.1489092000000003,1.0223202
Cyprus,352,2004,1.72e-4,10,228000,737,-9,2022,0,0.7505268,0.06912529468536377,2.0204791999999996,0.8843011999999999
Cyprus,352,2005,1.78e-4,10,274000,758,-9,2022,0,0.7121639,0.0694197416305542,2.1822751,0.9590891000000001
Cyprus,352,2006,1.7e-4,10,240000,771,-9,2022,0,0.7318834,0.0692644938826561,2.1475556,0.8010486
Czech Republic,316,2001,0.002972,54,1167000,10224,6,2923,1,1.125876,0.06643495708703995,1.4502269999999997,0.500189
Czech Republic,316,2002,0.002958,49,1482000,10201,6,2923,1,1.045304,0.06625878065824509,1.582197,0.628843
Czech Republic,316,2003,0.00295,57,1906000,10202,-9,2923,1,1.128807,0.06452925503253937,1.6675540000000002,0.5409650000000001
Czech Republic,316,2004,0.002712,39,1984000,10207,-9,2923,1,1.051748,0.06477345526218414,1.719258,0.58308
Czech Republic,316,2005,0.002396,22,2216000,10234,-9,2923,1,1.012226,0.06540998816490173,1.8822130000000001,0.659027
Czech Republic,316,2006,0.002404,22,2408000,10287,-9,2923,1,1.08225,0.06425242871046066,1.7971890000000001,0.450682
Democratic Republic of the Congo,490,2001,0.003449,81,392000,51667,6,4412,0,-1.175772,0.07149533182382584,3.751875,2.801837
Democratic Republic of the Congo,490,2002,0.003607,81,946000,53885,6,4412,0,-1.154842,0.07033272832632065,3.782343,2.828989
Democratic Republic of the Congo,490,2003,0.003538,98,119000,55591,-9,4412,0,-1.093951,0.07143653184175491,3.8903119999999998,2.7637229999999997
Democratic Republic of the Congo,490,2004,0.003556,81,196000,57337,-9,4412,0,-0.8891321,0.07402065396308899,3.6601380999999997,2.5239601
Democratic Republic of the Congo,490,2005,0.003465,64,150000,59077,-9,4412,0,-0.5885806,0.07739802449941635,3.4830196000000004,2.2598336000000003
Democratic Republic of the Congo,490,2006,0.004221,65,163000,60800,-9,4412,0,-0.9140242,0.07317417860031128,3.7934632,2.4469562
Denmark,390,2001,0.00139,21,2409000,5359,6,3018,1,1.218767,0.06461312621831894,1.3573359999999999,0.40729800000000016
Denmark,390,2002,0.001348,23,2696000,5374,6,3018,1,1.123622,0.06488063186407089,1.5038790000000002,0.5505250000000002
Denmark,390,2003,0.001598,23,3208000,5387,-9,3018,1,1.08628,0.06526235491037369,1.7100810000000002,0.5834920000000001
Denmark,390,2004,0.001536,22,3579000,5401,-9,3018,1,1.053981,0.064731597900390625,1.7170249999999998,0.5808469999999999
Denmark,390,2005,0.001473,21,3472000,5416,-9,3018,1,1.052846,0.06467371433973312,1.8415930000000003,0.6184070000000002
Denmark,390,2006,0.001558,21,3901000,5435,-9,3018,1,1.001071,0.06576059013605118,1.878368,0.5318609999999999
Djibouti,522,2001,1.38e-4,10,22000,638,6,2279,0,-0.8945693,0.07665254920721054,3.4706723,2.5206343
Djibouti,522,2002,1.41e-4,10,25000,763,6,2279,0,-0.9235137,0.07438362389802933,3.5510147,2.5976607
Djibouti,522,2003,1.38e-4,10,24000,777,-9,2279,0,-0.9977678,0.07300696521997452,3.7941288,2.6675398
Djibouti,522,2004,1.32e-4,9,16000,791,-9,2279,0,-1.004344,0.07224863767623901,3.7753499999999995,2.639172
Djibouti,522,2005,1.32e-4,9,12000,805,-9,2279,0,-0.9052088,0.07365114986896515,3.7996478000000002,2.5764618
Djibouti,522,2006,1.4e-4,10,17000,820,-9,2279,0,-0.8461844,0.07414014637470245,3.7256234,2.3791164
Dominica,54,2001,2e-6,0,0,71,6,7716,1,-0.3866734,0.08090884238481522,2.9627763999999996,2.0127384
Dominica,54,2002,2e-6,0,0,70,6,7716,1,-0.5590437,0.07844357937574387,3.1865447000000002,2.2331907
Dominica,54,2003,2e-6,0,0,70,-9,7716,1,-0.6025126,0.07776343822479248,3.3988736,2.2722846
Dominica,54,2004,2e-6,0,0,70,-9,7716,1,-0.6308938,0.07708358019590378,3.4018998,2.2657217999999997
Dominica,54,2005,2e-6,0,0,71,-9,7716,1,-0.6147031,0.07718339562416077,3.5091421,2.2859561
Dominica,54,2006,2e-6,0,0,71,-9,7716,1,-0.6231106,0.07671020179986954,3.5025496,2.1560426
Dominican Republic,42,2001,8.29e-4,24,156000,8688,6,7903,1,-0.3606245,0.080927275121212,2.9367275,1.9866895000000002
Dominican Republic,42,2002,9.49e-4,24,229000,8823,6,7903,1,-0.3688817,0.0790449008345604,2.9963827,2.0430287
Dominican Republic,42,2003,9.12e-4,24,156000,8958,-9,7903,1,-0.09135065,0.07773084938526154,2.88771165,1.7611226500000001
Dominican Republic,42,2004,9.37e-4,24,153000,9093,-9,7903,1,-0.06182416,0.07716245949268341,2.83283016,1.69665216
Dominican Republic,42,2005,9.59e-4,24,273000,9226,-9,7903,1,-0.02400147,0.07667288929224014,2.91844047,1.69525447
Dominican Republic,42,2006,9.63e-4,25,256000,9360,-9,7903,1,-0.003126845,0.07618974149227142,2.8825658450000002,1.536058845
East Timor,860,2002,1.38e-4,0,0,867,6,4741,0,-0.2304958,0.07885009050369263,2.8579968,1.9046428
East Timor,860,2003,1.35e-4,0,0,908,-9,4741,0,-0.2077294,0.07812225818634033,3.0040904,1.8775014
East Timor,860,2004,1.31e-4,0,0,951,-9,4741,0,-0.2878247,0.07790324091911316,3.0588306999999997,1.9226527
East Timor,860,2005,1.31e-4,0,0,992,-9,4741,0,-0.2354695,0.07776033878326416,3.1299085,1.9067225
East Timor,860,2006,1.14e-4,1,0,1029,-9,4741,0,-0.3591218,0.07767411321401596,3.2385608,1.8920538
Ecuador,130,2001,0.001552,60,507000,12480,6,9289,1,-0.3938946,0.08090035617351532,2.9699975999999997,2.0199596
Ecuador,130,2002,0.001529,60,483000,12661,6,9289,1,-0.3193464,0.0790288969874382,2.9468474000000002,1.9934934
Ecuador,130,2003,0.001493,60,640000,12843,-9,9289,1,-0.4196172,0.07838708162307739,3.2159782000000003,2.0893892000000003
Ecuador,130,2004,0.001461,53,588000,13027,-9,9289,1,-0.4449346,0.07791130244731903,3.2159405999999997,2.0797626
Ecuador,130,2005,0.001404,46,593000,13215,-9,9289,1,-0.3058109,0.07790686935186386,3.2002499,1.9770639
Ecuador,130,2006,0.001413,47,653000,13408,-9,9289,1,-0.4105319,0.07764947414398193,3.2899709,1.9434639
Egypt,651,2001,0.009417,443,4318000,65374,6,2226,0,-1.160791,0.07179499417543411,3.7368939999999995,2.7868560000000002
Egypt,651,2002,0.009252,443,3300000,67220,6,2226,0,-1.212081,0.06920737773180008,3.839582,2.886228
Egypt,651,2003,0.009003,450,2732000,69127,-9,2226,0,-1.202362,0.06953517347574234,3.998723,2.872134
Egypt,651,2004,0.009326,459,3589000,71066,-9,2226,0,-1.296603,0.06681716442108154,4.067609,2.931431
Egypt,651,2005,0.009621,468,3834000,73044,-9,2226,0,-1.499522,0.06294935196638107,4.393961,3.170775
Egypt,651,2006,0.009677,469,4337000,75067,-9,2226,0,-1.553155,0.061523351818323135,4.432594,3.086087
El Salvador,92,2001,5.91e-4,17,165000,6397,6,8824,1,-0.3228299,0.08090953528881073,2.8989328999999997,1.9488949
El Salvador,92,2002,5.83e-4,17,109000,6518,6,8824,1,-0.3412303,0.07904421538114548,2.9687313,2.0153773
El Salvador,92,2003,5.59e-4,16,106000,6638,-9,8824,1,-0.09506343,0.0777464210987091,2.8914244300000003,1.76483543
El Salvador,92,2004,5.66e-4,15,106000,6757,-9,8824,1,-0.1661643,0.07760303467512131,2.9371703,1.8009922999999999
El Salvador,92,2005,5.66e-4,15,106000,6875,-9,8824,1,-0.1229932,0.07730654627084732,3.0174322,1.7942462000000001
El Salvador,92,2006,5.73e-4,16,106000,6991,-9,8824,1,-0.2694686,0.07755032926797867,3.1489076000000003,1.8024006
Equatorial Guinea,411,2001,6.6e-5,1,4000,453,6,4406,0,-0.6001964,0.08017584681510925,3.1762993999999996,2.2262614000000003
Equatorial Guinea,411,2002,9.4e-5,2,5000,560,6,4406,0,-0.6865803,0.07746157795190811,3.3140813000000002,2.3607273
Equatorial Guinea,411,2003,9.7e-5,1,6000,576,-9,4406,0,-0.4746401,0.07832252234220505,3.2710011000000003,2.1444121000000003
Equatorial Guinea,411,2004,1.04e-4,1,7000,592,-9,4406,0,-0.2321723,0.07780370116233826,3.0031783,1.8670003
Equatorial Guinea,411,2005,1.06e-4,1,7000,609,-9,4406,0,-0.2401533,0.07777319103479385,3.1345923,1.9114063000000001
Equatorial Guinea,411,2006,1.06e-4,1,8000,625,-9,4406,0,0.3150213,0.07352293282747269,2.5644177,1.2179107
Eritrea,531,2001,0.001594,172,173000,3852,6,2300,0,-0.5991005,0.08018364012241364,3.1752035,2.2251655
Eritrea,531,2002,0.001587,172,151000,3964,6,2300,0,-0.6429207,0.07786577939987183,3.2704217,2.3170677
Eritrea,531,2003,0.001858,202,279000,4134,-9,2300,0,-0.676921,0.07718855887651443,3.473282,2.346693
Eritrea,531,2004,0.001856,202,72000,4307,-9,2300,0,-0.652212,0.0769127681851387,3.423218,2.28704
Eritrea,531,2005,0.00188,202,65000,4473,-9,2300,0,-0.6482226,0.0768652856349945,3.5426616,2.3194756
Eritrea,531,2006,0.002232,202,0,4631,-9,2300,0,-0.6254773,0.07669057697057724,3.5049163,2.1584092999999998
Estonia,366,2001,1.93e-4,4,92000,1364,6,2634,0,1.103904,0.0668286681175232,1.4721989999999998,0.5221610000000001
Estonia,366,2002,2.05e-4,6,99000,1359,6,2634,0,1.039841,0.06634575873613358,1.58766,0.634306
Estonia,366,2003,2.13e-4,6,172000,1354,-9,2634,0,1.080416,0.06535890698432922,1.715945,0.589356
Estonia,366,2004,2.04e-4,5,182000,1349,-9,2634,0,0.9983527,0.06571441143751144,1.7726533,0.6364753
Estonia,366,2005,1.96e-4,4,205000,1346,-9,2634,0,0.9794432,0.06595294922590256,1.9149958000000002,0.6918098000000001
Estonia,366,2006,2.43e-4,5,238000,1344,-9,2634,0,0.9515392,0.06655579805374146,1.9278998,0.5813927999999999
Ethiopia,530,2001,0.004513,252,580000,65374,6,2643,0,-0.4992886,0.08069256693124771,3.0753915999999997,2.1253536
Ethiopia,530,2002,0.004493,252,338000,67220,6,2643,0,-0.3700606,0.07904449850320816,2.9975616,2.0442076
Ethiopia,530,2003,0.003763,164,279000,69127,-9,2643,0,-0.4190704,0.07838751375675201,3.2154314,2.0888424
Ethiopia,530,2004,0.003917,173,348000,71066,-9,2643,0,-0.5024951,0.07777690887451172,3.2735011,2.1373230999999997
Ethiopia,530,2005,0.004035,182,300000,73044,-9,2643,0,-0.4148911,0.07793445140123367,3.3093301000000004,2.0861441000000003
Ethiopia,530,2006,0.004066,183,345000,75067,-9,2643,0,-0.4189029,0.07764047384262085,3.2983419,1.9518349
Federated States of Micronesia,987,2001,3e-6,0,0,117,6,5896,0,1.980691,0.04821139946579933,0.5954119999999998,0.3546259999999999
Federated States of Micronesia,987,2002,3e-6,0,0,120,6,5896,0,2.224187,0.042036157101392746,0.40331399999999995,0.5500400000000001
Federated States of Micronesia,987,2003,3e-6,0,0,108,-9,5896,0,2.192079,0.04333697631955147,0.604282,0.5223070000000001
Federated States of Micronesia,987,2004,3e-6,0,0,109,-9,5896,0,2.022162,0.0449254997074604,0.7488440000000001,0.38733399999999985
Federated States of Micronesia,987,2005,3e-6,0,0,109,-9,5896,0,1.891979,0.04823734238743782,1.0024600000000001,0.22072599999999998
Federated States of Micronesia,987,2006,3e-6,0,0,110,-9,5896,0,1.772096,0.05093813315033913,1.1073430000000002,0.23916399999999993
Fiji,950,2001,8.1e-5,4,26000,810,6,8005,0,-0.2314463,0.08062708377838135,2.8075493,1.8575113
Fiji,950,2002,8.1e-5,4,29000,811,6,8005,0,0.0584557,0.07741261273622513,2.5690453,1.6156913
Fiji,950,2003,7.9e-5,4,30000,816,-9,8005,0,-0.09107034,0.07772960513830185,2.88743134,1.76084234
Fiji,950,2004,7.6e-5,3,56000,822,-9,8005,0,-0.07190687,0.07721712440252304,2.8429128699999997,1.70673487
Fiji,950,2005,7.4e-5,3,49000,825,-9,8005,0,-0.1641312,0.07750796526670456,3.0585702,1.8353842
Fiji,950,2006,8.1e-5,4,43000,830,-9,8005,0,0.1312122,0.07512068748474121,2.7482268000000003,1.4017198
Finland,375,2001,0.002142,32,1432000,5188,6,2647,0,1.11185,0.06668812781572342,1.4642529999999998,0.5142150000000001
Finland,375,2002,0.002362,32,1847000,5201,6,2647,0,1.041741,0.06631577014923096,1.58576,0.632406
Finland,375,2003,0.002483,27,2300000,5213,-9,2647,0,1.057391,0.06572863459587097,1.7389700000000001,0.6123810000000001
Finland,375,2004,0.002356,27,2515000,5228,-9,2647,0,0.9967333,0.06574084609746933,1.7742726999999998,0.6380946999999999
Finland,375,2005,0.002223,28,2758000,5246,-9,2647,0,1.002303,0.06557971239089966,1.8921360000000003,0.6689500000000002
Finland,375,2006,0.002251,28,2750000,5266,-9,2647,0,0.9577769,0.06646605581045151,1.9216621,0.5751550999999999
France,220,2001,0.01979,274,32909000,59454,6,3473,1,1.471424,0.05924345552921295,1.1046789999999997,0.15464100000000003
France,220,2002,0.019985,260,36492000,59863,6,3473,1,1.472633,0.05775205418467522,1.154868,0.20151399999999997
France,220,2003,0.020272,259,46232000,60264,-9,3473,1,1.434352,0.05856931582093239,1.362009,0.23541999999999996
France,220,2004,0.020424,256,53363000,60643,-9,3473,1,1.455442,0.05669897794723511,1.315564,0.17938600000000005
France,220,2005,0.019973,254,53181000,60996,-9,3473,1,1.534753,0.055385537445545197,1.3596860000000002,0.13650000000000007
France,220,2006,0.019237,255,54321000,61353,-9,3473,1,1.490384,0.056472402065992355,1.3890550000000002,0.04254800000000003
Gabon,481,2001,1.58e-4,5,120000,1237,6,4511,0,-0.620195,0.08002819865942001,3.1962979999999996,2.2462600000000004
Gabon,481,2002,1.38e-4,5,13000,1268,6,4511,0,-0.6296549,0.0779726654291153,3.2571559,2.3038019
Gabon,481,2003,1.35e-4,5,15000,1300,-9,4511,0,-0.7455742,0.07644348591566086,3.5419352,2.4153462
Gabon,481,2004,1.3e-4,4,17000,1307,-9,4511,0,-0.7218397,0.07621791958808899,3.4928456999999997,2.3566677
Gabon,481,2005,1.45e-4,4,114000,1313,-9,4511,0,-0.7723034,0.07546154409646988,3.6667424000000004,2.4435564000000003
Gabon,481,2006,1.51e-4,5,111000,1320,-9,4511,0,-0.7983341,0.0747852623462677,3.6777731,2.3312661
Gambia,420,2001,4.9e-5,1,3000,1420,6,5463,0,-0.7021421,0.0792962983250618,3.2782451,2.3282071
Gambia,420,2002,4.9e-5,1,3000,1424,6,5463,0,-0.8475723,0.07553568482398987,3.4750733,2.5217193
Gambia,420,2003,4.8e-5,1,2000,1428,-9,5463,0,-0.8398975,0.075267888605594635,3.6362585000000003,2.5096695
Gambia,420,2004,4.8e-5,1,2000,1432,-9,5463,0,-0.8580949,0.07447447627782822,3.6291009,2.4929229
Gambia,420,2005,4.8e-5,1,3000,1436,-9,5463,0,-1.0477,0.07152792066335678,3.942139,2.718953
Gambia,420,2006,4.9e-5,1,3000,1510,-9,5463,0,-1.036,0.07121185213327408,3.915439,2.568932
Georgia,372,2001,4.64e-4,17,265000,4386,6,1412,0,0.8201446,0.07099539786577225,1.7559584,0.8059204000000001
Georgia,372,2002,5.78e-4,18,350000,4357,6,1412,0,0.783434,0.06997174769639969,1.8440670000000001,0.8907130000000001
Georgia,372,2003,5.47e-4,18,350000,4329,-9,1412,0,0.7990809,0.06932076066732407,1.9972801000000002,0.8706911
Georgia,372,2004,4.62e-4,14,84000,4318,-9,1412,0,0.8296043,0.06812915951013565,1.9414017,0.8052237
Georgia,372,2005,4.57e-4,11,214000,4361,-9,1412,0,0.9760974,0.0660059005022049,1.9183416000000002,0.6951556000000001
Georgia,372,2006,4.71e-4,11,339000,4398,-9,1412,0,0.8503152,0.06789503991603851,2.0291238,0.6826167999999999
Germany,255,2001,0.028245,308,26902000,82340,6,2973,1,1.200247,0.06499582529067993,1.3758559999999997,0.42581800000000003
Germany,255,2002,0.02781,296,29404000,82482,6,2973,1,1.151994,0.06432030349969864,1.4755070000000001,0.5221530000000001
Germany,255,2003,0.027105,284,35295000,82520,-9,2973,1,1.225255,0.06270205974578857,1.5711060000000001,0.44451700000000005
Germany,255,2004,0.026612,284,38263000,82501,-9,2973,1,1.084414,0.06415247917175293,1.6865919999999999,0.550414
Germany,255,2005,0.02579,284,38250000,82464,-9,2973,1,1.012977,0.06539691984653473,1.8814620000000002,0.6582760000000001
Germany,255,2006,0.024969,285,37956000,82366,-9,2973,1,0.9829937,0.06607528030872345,1.8964453000000001,0.5499383
Ghana,452,2001,9.86e-4,7,34000,19396,6,4836,0,-0.7086506,0.07922567427158356,3.2847535999999997,2.3347156
Ghana,452,2002,9.95e-4,7,38000,19878,6,4836,0,-0.7000533,0.07732358574867249,3.3275543,2.3742003
Ghana,452,2003,9.78e-4,7,51000,20359,-9,4836,0,-0.6359335,0.077522173523902893,3.4322945000000002,2.3057055
Ghana,452,2004,0.00101,7,56000,20842,-9,4836,0,-0.6209323,0.07715842872858047,3.3919382999999996,2.2557603
Ghana,452,2005,0.001025,7,76000,21343,-9,4836,0,-0.5761574,0.07748738676309586,3.4705964000000002,2.2474104
Ghana,452,2006,0.001032,7,83000,21844,-9,4836,0,-0.5379177,0.07721730321645737,3.4173567,2.0708497
Greece,350,2001,0.003917,159,5517000,10950,6,2521,1,1.08475,0.06715831905603409,1.4913529999999997,0.541315
Greece,350,2002,0.003918,178,4571000,10988,6,2521,1,0.9867482,0.06717264652252197,1.6407528,0.6873988000000001
Greece,350,2003,0.003781,178,4845000,11024,-9,2521,1,0.9940596,0.06670551747083664,1.8023014000000002,0.6757124
Greece,350,2004,0.003816,170,5940000,11062,-9,2521,1,0.9098642,0.06706037372350693,1.8611418,0.7249637999999999
Greece,350,2005,0.003904,163,6786000,11104,-9,2521,1,0.9480094,0.06643717736005783,1.9464296,0.7232436000000001
Greece,350,2006,0.003892,164,7286000,11149,-9,2521,1,0.9757547,0.06619393825531006,1.9036843,0.5571773
Grenada,55,2001,3e-6,0,0,101,6,7896,1,-0.3075253,0.08088598400354385,2.8836283,1.9335903
Grenada,55,2002,3e-6,0,0,102,6,7896,1,-0.4199621,0.07898273319005966,3.0474631,2.0941091
Grenada,55,2003,3e-6,0,0,102,-9,7896,1,-0.555929,0.07804424315690994,3.35229,2.225701
Grenada,55,2004,3e-6,0,0,102,-9,7896,1,0.07778379,0.07619582861661911,2.69322221,1.55704421
Grenada,55,2005,3e-6,0,0,103,-9,7896,1,0.008062146,0.07642865926027298,2.8863768540000003,1.663190854
Grenada,55,2006,3e-6,0,0,104,-9,7896,1,-0.4545821,0.07757042348384857,3.3340211,1.9875140999999998
Guatemala,90,2001,8.94e-4,31,186000,11678,6,8797,1,-0.03861631,0.0796610489487648,2.61471931,1.6646813100000002
Guatemala,90,2002,8.91e-4,31,158000,11987,6,8797,1,0.003854276,0.07778814435005188,2.623646724,1.670292724
Guatemala,90,2003,8.67e-4,31,179000,12084,-9,8797,1,0.07476091,0.07672715932130814,2.72160009,1.59501109
Guatemala,90,2004,8.65e-4,30,98000,12390,-9,8797,1,-0.04724049,0.0770757868885994,2.81824649,1.68206849
Guatemala,90,2005,8.62e-4,29,90000,12701,-9,8797,1,-0.03026896,0.07671918720006943,2.92470796,1.70152196
Guatemala,90,2006,8.81e-4,29,146000,13019,-9,8797,1,-0.1243024,0.07699178159236908,3.0037414,1.6572343999999999
Guinea,438,2001,3.99e-4,10,45000,7429,6,5450,0,-0.4794325,0.08074983954429626,3.0555355,2.1054975000000002
Guinea,438,2002,4.22e-4,10,98000,8024,6,5450,0,-0.6758409,0.07756661623716354,3.3033419,2.3499879
Guinea,438,2003,4.23e-4,10,84000,8619,-9,5450,0,-0.7029155,0.07693211734294891,3.4992765,2.3726875
Guinea,438,2004,4.33e-4,9,82000,9214,-9,5450,0,-0.7084863,0.07636267691850662,3.4794923,2.3433143
Guinea,438,2005,4.28e-4,9,55000,9221,-9,5450,0,-0.731287,0.07594641298055649,3.6257260000000002,2.40254
Guinea,438,2006,4.35e-4,10,36000,9412,-9,5450,0,-0.8957076,0.07343856245279312,3.7751466000000002,2.4286396
Guinea-Bissau,404,2001,1.26e-4,9,3000,1211,6,5467,0,NA,NA,NA,NA
Guinea-Bissau,404,2002,1.26e-4,9,6000,1238,6,5467,0,-0.03306848,0.07799907773733139,2.66056948,1.7072154800000001
Guinea-Bissau,404,2003,1.26e-4,9,8000,1267,-9,5467,0,-0.5277644,0.07817737013101578,3.3241254000000002,2.1975364
Guinea-Bissau,404,2004,1.29e-4,9,10000,1296,-9,5467,0,-0.4678838,0.07787088304758072,3.2388898,2.1027118
Guinea-Bissau,404,2005,1.3e-4,9,12000,1326,-9,5467,0,-0.4951968,0.07784176617860794,3.3896358,2.1664498
Guinea-Bissau,404,2006,1.3e-4,9,13000,1357,-9,5467,0,-0.4587756,0.07755754142999649,3.3382146,1.9917076
Guyana,110,2001,5.3e-5,2,6000,744,6,7983,1,-0.4930805,0.08071162551641464,3.0691835,2.1191455
Guyana,110,2002,5.2e-5,2,5000,748,6,7983,1,-0.4876616,0.0787871852517128,3.1151626,2.1618086
Guyana,110,2003,5.1e-5,2,5000,753,-9,7983,1,-0.5964679,0.07780397683382034,3.3928289,2.2662399
Guyana,110,2004,5e-5,1,0,756,-9,7983,1,-0.6324001,0.0770718976855278,3.4034060999999998,2.2672281
Guyana,110,2005,5e-5,1,0,758,-9,7983,1,-0.6440969,0.07690685242414474,3.5385359000000003,2.3153499
Guyana,110,2006,4.9e-5,1,0,761,-9,7983,1,-0.6030628,0.07685504853725433,3.4825018,2.1359947999999997
Haiti,41,2001,4.2e-4,3,40000,8132,6,7992,1,-0.4333403,0.08084329217672348,3.0094433,2.0594053
Haiti,41,2002,5.02e-4,0,32000,8954,6,7992,1,-0.6616956,0.07770118862390518,3.2891966000000004,2.3358426000000003
Haiti,41,2003,4.89e-4,0,22000,9105,-9,7992,1,-0.7229893,0.0767081156373024,3.5193503,2.3927613
Haiti,41,2004,6.36e-4,0,0,9257,-9,7992,1,0.2349361,0.07480010390281677,2.5360698999999998,1.3998918999999999
Haiti,41,2005,5.15e-4,0,0,9410,-9,7992,1,-0.118502,0.07728271931409836,3.012941,1.789755
Haiti,41,2006,5.21e-4,0,0,9564,-9,7992,1,-0.1597748,0.07716530561447144,3.0392138,1.6927067999999998
Honduras,91,2001,4.23e-4,8,96000,6530,6,8746,1,-0.3162189,0.08090117573738098,2.8923219,1.9422839
Honduras,91,2002,4.86e-4,8,55000,6695,6,8746,1,-0.2220811,0.07882557809352875,2.8495821,1.8962281
Honduras,91,2003,5.08e-4,12,53000,6861,-9,8746,1,0.1486711,0.07615107297897339,2.6476899,1.5211009
Honduras,91,2004,5.24e-4,12,52000,7028,-9,8746,1,0.005022916,0.0767347514629364,2.7659830839999997,1.629805084
Honduras,91,2005,5.27e-4,12,53000,7107,-9,8746,1,0.01189716,0.076398566365242,2.88254184,1.6593558400000001
Honduras,91,2006,4.45e-4,12,55000,7367,-9,8746,1,-0.1007829,0.07685860991477966,2.9802219,1.6337149
Hungary,310,2001,0.001831,34,909000,10188,6,2712,1,1.202095,0.06495808809995651,1.374008,0.4239700000000002
Hungary,310,2002,0.001834,33,1088000,10159,6,2712,1,1.143976,0.06448175013065338,1.483525,0.530171
Hungary,310,2003,0.00181,33,1403000,10130,-9,2712,1,1.110927,0.06484406441450119,1.685434,0.558845
Hungary,310,2004,0.001728,32,1531000,10107,-9,2712,1,1.034872,0.06508016586303711,1.7361339999999998,0.5999559999999999
Hungary,310,2005,0.001738,32,1601000,10087,-9,2712,1,1.021311,0.06525003165006638,1.8731280000000001,0.649942
Hungary,310,2006,0.001652,32,1413000,10071,-9,2712,1,0.9988209,0.06580056250095367,1.8806181,0.5341111
Iceland,395,2001,5.2e-5,0,0,285,6,4137,1,1.133161,0.06630096584558487,1.4429419999999997,0.492904
Iceland,395,2002,5.1e-5,0,0,288,6,4137,1,1.091111,0.06548770517110825,1.5363900000000001,0.5830360000000001
Iceland,395,2003,4.8e-5,0,0,289,-9,4137,1,1.117947,0.06472191959619522,1.678414,0.551825
Iceland,395,2004,4.6e-5,0,40000,293,-9,4137,1,1.050578,0.06479515135288239,1.7204279999999998,0.5842499999999999
Iceland,395,2005,4.7e-5,0,48000,296,-9,4137,1,1.020217,0.06526950001716614,1.8742220000000003,0.6510360000000002
Iceland,395,2006,4e-5,0,46000,304,-9,4137,1,0.9866171,0.0660138726234436,1.8928219,0.5463148999999999
India,750,2001,0.069122,1263,14167000,1034931,6,625,0,-0.6562871,0.0797458067536354,3.2323901,2.2823521
India,750,2002,0.069309,1298,13749000,1051258,6,625,0,-0.3053703,0.07901263982057571,2.9328713,1.9795173
India,750,2003,0.068512,1325,15508000,1068065,-9,625,0,-0.1978469,0.07809341698884964,2.9942079,1.8676189
India,750,2004,0.06996,1325,19821000,1084757,-9,625,0,-0.353768,0.07794170826673508,3.124774,1.988596
